Item Number,Item Description,List price,Product Family,Notes
CAR33447,SCREW RX-TP 6-19x12 FZB,4.0,Collision Straightening/Parts,
CAR33449,SCREW DIN921 M4x8,4.0,Collision Joining/Parts,
CAR33452,COT Rubber Stop D=19,8.0,Collision Measuring/Parts,
CAR33453,M276 Centering Plate,320.0,Collision Measuring/Accessori,
CAR33454,Electronic Box Cover,66.0,Collision Measuring/Parts,
CAR33461,Handle Upper,13.0,Collision Measuring/Parts,
CAR33462,Handle Lower,13.0,Collision Measuring/Parts,
CAR33468,Parallel arm cover,81.0,Collision Measuring/Parts,
CAR33469,Arm Protection Rubber Pad,106.0,Collision Measuring/Parts,
CAR33471,Vision Cover Outer Arm,29.0,Collision Measuring/Parts,
CAR33472,Cover COT II,39.0,Collision Measuring/Parts,
CAR33482,Front Panel - Key Pad,68.0,Collision Measuring/Parts,
CAR33483,Side Panel,68.0,Collision Measuring/Parts,
CAR33493,BATTERY CHARGER M741,212.0,Collision Measuring/Parts,
CAR33504,Cable,243.0,Collision Measuring/Parts,
CAR33505,G0 CABLE,39.0,Collision Measuring/Parts,
CAR33513,Middle arm with pin and bushin,593.0,Collision Measuring/Parts,
CAR33517,Electrode - 40mm,34.0,Collision Joining/Parts,
CAR33518,Electrode 120* - 60mm,53.0,Collision Joining/Parts,
CAR33519,Electrode - 80mm,42.0,Collision Joining/Parts,
CAR33520,Electrode 120* - 100mm,80.0,Collision Joining/Parts,
CAR33521,Electrode 120* - 120mm,93.0,Collision Joining/Parts,
CAR33522,Electrode 120* - 140mm,140.0,Collision Joining/Parts,
CAR33553,Foam for COT Cabinet,373.0,Collision Measuring/Parts,
CAR33554,M201-4 Measuring Stud,121.0,Collision Measuring/Accessori,
CAR33555,Knob R250 M6,12.0,Collision Straightening/Parts,
CAR33584,Vision Meas Parts Tray,93.0,Collision Measuring/Parts,
CAR33619,CYLINDER NUT,14.0,Collision Joining/Parts,
CAR33628,Nail Holder Electrode,39.0,Collision Joining/Accessories,
CAR33634,Electrode Dresser -  Spherical,398.0,Collision Joining/Accessories,
CAR33635,Electrode Dresser - 120?,357.0,Collision Joining/Accessories,
CAR33636,Dresser Blade - Spherical,156.0,Collision Joining/Accessories,
CAR33637,Dresser Blade - 120*,156.0,Collision Joining/Accessories,
CAR33641,Knob,21.0,Collision Straightening/Parts,
CAR33642,B250 H-6 Support,93.0,Collision Straightening/Access,
CAR33646,B639 Nut Washer Combo for Clam,10.0,Collision Straightening/Parts,
CAR33664,CHASSIS CLAMP RENAULT B267,657.0,Collision Straightening/Access,
CAR33668,Screw,72.0,Collision Straightening/Parts,
CAR33669,B639 Chassis Clamp,438.0,Collision Straightening/Access,
CAR33671,MF Gun and Cable - Air Cooled,1818.0,Collision Joining/Accessories,
CAR33672,MF Ground Cable - Air Cooled,1156.0,Collision Joining/Parts,
CAR33849,Rubber Gasket,51.0,Collision Straightening/Parts,
CAR33867,Screw MC6S 3 X 16,9.0,Collision Straightening/Parts,
CAR33907-31,B84 BR6300 FRAME W LIFT GREY,32561.0,Collision Straightening/Mark6,
CAR33907-KIT,B84 BR6300 Frame and Tilt Lift,32132.0,Collision Straightening/BenchR,
CAR33907KITT,Basic BenchRack  6300 Alignmen,59079.0,Collision Straightening/BenchR,
CAR33907-PKG,BENCHRACK 6300 ALIGNMENT PKG,69796.0,Collision Straightening/BenchR,
CAR33908,Hinge Pin for Vision Cabinet,43.0,Collision Measuring/Parts,
CAR33938,Jaguar/Rover  B269 Chassis Cla,261.0,Collision Straightening/Access,
CAR33942,Maxilift with 3 hooks,1122.0,Collision Joining/Accessories,
CAR33944,Hi-Tech Coolant 3L Concentrate,218.0,Collision Joining/Parts,
CAR33945,Solenoids,114.0,Collision Straightening/Parts,
CAR33978,Wide Ramp Section,867.0,Collision Straightening/Parts,
CAR33979,Wide Ramp (L) with Hook,815.0,Collision Straightening/Parts,
CAR33980,Wide ramp right w hook,815.0,Collision Straightening/Parts,
CAR33981,Drive off stop ramp (Wide Ramp,830.0,Collision Straightening/Parts,
CAR33982,Wide Approach Ramp (L),1555.0,Collision Straightening/Parts,
CAR33983,Wide Approach Ramp (R),1418.0,Collision Straightening/Parts,
CAR33985,Lowering Valve,364.0,Collision Straightening/Parts,
CAR33989,BR5500 Wide Ramp Kit,9421.0,Collision Straightening/Access,
CAR33990,Ramp Kit BR6300,11481.0,Collision Straightening/Access,
CAR34004,Pelare,480.0,Collision Straightening/Parts,
CAR34005,Pillar Jack,1283.0,Collision Straightening/Access,
CAR34014,PILLAR JACK KIT,2475.0,Collision Straightening/Access,
CAR34015,HANDLE,35.0,Collision Joining/Accessories,
CAR34018,Electrode Isolation Sleeve,60.0,Collision Joining/Accessories,
CAR34019,Weld-on Stud -  Aluminum (100/,116.0,Collision Joining/Parts,
CAR34020,M213 Bushing,100.0,Collision Measuring/Parts,
CAR34021,Wheel Swivel Castor and Brake,211.0,Collision Straightening/Parts,
CAR34023,B250 E8L Clamping Jaw,946.0,Collision Straightening/Access,
CAR34024,B250 E8R Clamping Jaw,946.0,Collision Straightening/Access,
CAR34062,Cable for Vision,69.0,Collision Measuring/Parts,
CAR34063,Connector Cable Vision,41.0,Collision Measuring/Parts,
CAR34157,Hjul 250x70/20 gummibana+ kapa,59.0,Collision Straightening/Parts,
CAR34158,Wheel 100 with brake,94.0,Collision Straightening/Parts,
CAR34193,Scale Of Lengths 10,140.0,Collision Measuring/Parts,
CAR34204,W519 Weld Tester Kit,15089.0,Collision Joining/Accessories,
CAR34208,MULTIFUNCTIONTESTER FLUKE 1653,10404.0,Collision Joining/Accessories,
CAR34318,T67 Transport Wagon,787.0,Collision WSS/Accessories,
CAR34324,Flexible shunt,839.0,Collision Joining/Parts,
CAR34327,Fan Filter,98.0,Collision Joining/Parts,
CAR34328,Luftventil 3/2,990.0,Collision Joining/Parts,
CAR34330,Luftregulator/Air regulator,774.0,Collision Joining/Parts,
CAR34338,Topp las / Topp locker,134.0,Collision Straightening/Parts,
CAR34339,Botten las / Bottom locker,134.0,Collision Straightening/Parts,
CAR34342,Chief Track Plate,1144.0,Collision Straightening/Access,
CAR34350,SCREW 6X16,4.0,Collision Straightening/Parts,
CAR34374,Hand Control Power Unit,223.0,Collision Straightening/Parts,
CAR34386,SPEED HEIGHT ADAPTER 4 NEEDED,426.0,Collision Straightening/Access,
CAR34386-11,B649 EXTENSION GREY,444.0,Collision Straightening/Access,
CAR34389,COMMUNICATION UNIT,324.0,Collision Straightening/Access,
CAR34399,32 Bluetooth Upgrade Kit44036,2080.0,Collision Measuring/Parts,
CAR34407,Housing Front End - C Tong HP,460.0,Collision Joining/Parts,
CAR34409,Seal Ring,94.0,Collision Joining/Parts,
CAR34412,Inre tatning / Inner seal,57.0,Collision Joining/Parts,
CAR34414,Lopring / Swivelring,102.0,Collision Joining/Parts,
CAR34416,Ventilhus / Valvebody,144.0,Collision Joining/Parts,
CAR34419,Shield/Mounting Plate - C Tong,156.0,Collision Joining/Parts,
CAR34424,Styrstang / Guide rod,26.0,Collision Joining/Parts,
CAR34425,Gasket,95.0,Collision Joining/Parts,
CAR34427,Guide Ring,65.0,Collision Joining/Parts,
CAR34428,Piston Guide Sleeve,264.0,Collision Joining/Parts,
CAR34429,RAMP KIT,6567.0,Collision Straightening/Access,
CAR34430,Nut,168.0,Collision Joining/Parts,
CAR34431,Sidoplat / Sideplate,85.0,Collision Joining/Parts,
CAR34432,Yoke - 80mm HP,1898.0,Collision Joining/Accessories,
CAR34435,LOCK PLATE,21.0,Collision Straightening/Parts,
CAR34437,LATCH,220.0,Collision Straightening/Parts,
CAR34439,HOLDER,96.0,Collision Straightening/Parts,
CAR34472,LIFTING PAD FASTNER,70.0,Collision Straightening/Access,
CAR34473,Stop Washer,32.0,Collision Straightening/Parts,
CAR34474,Fastening Tap,66.0,Collision Straightening/Parts,
CAR34476,Welding Cables Only - C-Tong H,5861.0,Collision Joining/Accessories,
CAR34482,Spring Package,381.0,Collision Measuring/Parts,
CAR34487,RAMP,990.0,Collision Straightening/Parts,
CAR34503,B275 Shims 060,124.0,Collision Straightening/Access,
CAR34504,B276 Stud,462.0,Collision Straightening/Access,
CAR34507,B274 Back Plate,380.0,Collision Straightening/Access,
CAR34527,Bushing,51.0,Collision Straightening/Parts,
CAR34529,Bobin Classic,269.0,Collision Measuring/Parts,
CAR34540,Clamp Plate,40.0,Collision Straightening/Parts,
CAR34553,SCREW MRT-TT M4X16,4.0,Collision Straightening/Access,
CAR34562,HaLLARE TOOLFLEX 510-1 D=20-30,13.0,Collision Straightening/Parts,
CAR34572,VISION MEASURING SLIDE 2X3,32903.0,Collision Measuring/Car-O-Tron,
CAR34573-KIT,BR4200 Frame and Tilt Lift wit,25294.0,Collision Straightening/BenchR,
CAR34573KITT,Basic BenchRack  4200 Alignmen,47916.0,Collision Straightening/BenchR,
CAR34573-PKG,BENCHRACK 4200 ALIGNMENT PKG,58634.0,Collision Straightening/BenchR,
CAR34578,B271L Clamp,1061.0,Collision Straightening/Access,
CAR34583,B271R Clamp,1061.0,Collision Straightening/Access,
CAR34585,B55 Wheel w/Brake,988.0,Collision Straightening/Access,
CAR34586,Wheel Kit,3005.0,Collision Straightening/Access,
CAR34588,Measuring Bridge Supp w/o stop,352.0,Collision Measuring/Accessori,
CAR34589,Measuring Bridge Supp w/stop,573.0,Collision Measuring/Accessori,
CAR34622,Electrode Pointed - 40mm,95.0,Collision Joining/Parts,
CAR34623,Electrode Spherical - 100mm,54.0,Collision Joining/Parts,
CAR34624,Electrode Spherical - 120mm,60.0,Collision Joining/Parts,
CAR34625,Electrode Spherical - 140mm,59.0,Collision Joining/Parts,
CAR34629,Electrode Domed - 200mm,106.0,Collision Joining/Parts,
CAR34634,Electrode Holder - 13mm Solid,204.0,Collision Joining/Parts,
CAR34636,B246 Wedge,147.0,Collision Straightening/Access,
CAR34638,PULLING HOOK KIT,1512.0,Collision Straightening/Access,
CAR34639-KIT,B16 BR5000 Frame and Tilt Lift,25362.0,Collision Straightening/BenchR,
CAR34639KITT,Basic BenchRack  5000 Alignmen,46444.0,Collision Straightening/BenchR,
CAR34639-PKG,BENCHRACK 5000 ALIGNMENT PKG,59636.0,Collision Straightening/BenchR,
CAR34640-31,BR5500 FRAME & TILT LIFT GREY,26389.0,Collision Straightening/BenchR,
CAR34640KITT,Basic BenchRack  5500 Alignmen,49686.0,Collision Straightening/BenchR,
CAR34642,M16 Bushing,134.0,Collision Straightening/Parts,
CAR34644,Mounting Plate B253,269.0,Collision Straightening/Access,
CAR34645,B256 Clamping Plate,389.0,Collision Straightening/Access,
CAR34646,B273 Saab 9-3 Chassis Clamp,385.0,Collision Straightening/Access,
CAR34648,B254 Clamp Plate,443.0,Collision Straightening/Access,
CAR34649,CHASSIS CLAMP PORSHE B241L,1975.0,Collision Straightening/Access,
CAR34650,CHASSIS CLAMP PORSHE B241R,1975.0,Collision Straightening/Access,
CAR34652,B223 Honda Chassis Clamp,1324.0,Collision Straightening/Access,
CAR34675,Housing Front End - C Tong DA,379.0,Collision Joining/Parts,
CAR34676,Piston Rod,252.0,Collision Joining/Parts,
CAR34677,Bakre gavel / Rear plate,254.0,Collision Joining/Parts,
CAR34678,Front Bushing,94.0,Collision Joining/Parts,
CAR34679,Piston Sleeve,111.0,Collision Joining/Parts,
CAR34681,Support Ring,10.0,Collision Joining/Parts,
CAR34682,Middle Seal DA C-Tong,141.0,Collision Joining/Parts,
CAR34683,O-RING,29.0,Collision Straightening/Access,
CAR34684,Shield/Mounting Plate - C Tong,230.0,Collision Joining/Parts,
CAR34690,Nut - Right,43.0,Collision Joining/Parts,
CAR34691,Nut - Left,43.0,Collision Joining/Parts,
CAR34692,Piston Clamp,314.0,Collision Joining/Parts,
CAR34703,Piston Lock Handle C Tong DA/H,304.0,Collision Joining/Parts,
CAR34704,Gun and Cable Assy - C-Tong DA,6382.0,Collision Joining/Accessories,
CAR34705,O Ring 5 x 1,10.0,Collision Straightening/Parts,
CAR34706,O-Ring 20X750,14.0,Collision Measuring/Parts,
CAR34709,Side Trigger Switch C Tong DA,92.0,Collision Joining/Parts,
CAR34710,Spring 3.2x40x82,32.0,Collision Measuring/Parts,
CAR34711,Screw 4 X 16 8.8,12.0,Collision Straightening/Parts,
CAR34712,Screw P6SS 4x4 FZB 45-53 HRC,10.0,Collision Straightening/Parts,
CAR34724,Axel / Axle,8.0,Collision Straightening/Parts,
CAR34725,Locking Device,105.0,Collision Measuring/Parts,
CAR34730,MEASURING BRIDGE SUPPORT M722,501.0,Collision Measuring/Accessori,
CAR34731,Apparatfot,4.0,Collision Measuring/Parts,
CAR34759,Isolation Sleeve,42.0,Collision Joining/Parts,
CAR34760,Electrode Holder - C Tong DA,380.0,Collision Joining/Parts,
CAR34762,Welding Cables Only - C-Tong D,5142.0,Collision Joining/Parts,
CAR34765,M420 Bridge Support Speed,491.0,Collision Measuring/Accessori,
CAR34768,GRIPPING DEVICE,77.0,Collision Straightening/Access,
CAR34774,Ratt 40x23  M6x45 Svart,8.0,Collision Straightening/Parts,
CAR34783,E110 TOWER 110,327.0,Collision Straightening/Parts,
CAR34784,ADJUSTABLE HOLDERSHORT E150-15,317.0,Collision Straightening/Access,
CAR34785,Adjustable Holder Long E150-24,461.0,Collision Straightening/Access,
CAR34790,M421 Distance,439.0,Collision Measuring/Accessori,
CAR34792,NUT,3.0,Collision Measuring/Accessori,
CAR34793,Thermistor Cable,360.0,Collision Joining/Parts,
CAR34800,Styrstang / Guide rod,26.0,Collision Joining/Parts,
CAR34801,Guide Bushing DA C-Tong,62.0,Collision Joining/Parts,
CAR34803,Screw 4 X8,10.0,Collision Straightening/Parts,
CAR34813,CENTER CONNECTION BLOCK,309.0,Collision Straightening/Access,
CAR34821,Isoleringsbussning/Isolation,29.0,Collision Joining/Parts,
CAR34822,Isoleringsbussning/Isolation,25.0,Collision Joining/Parts,
CAR34823,Isolation Bushing SA A Tong,42.0,Collision Joining/Parts,
CAR34824,Isolation Bushing DA A Tong,48.0,Collision Joining/Parts,
CAR34825,Stödbricka / Washer,11.0,Collision Joining/Parts,
CAR34826,Yoke - A-Tong,2868.0,Collision Joining/Accessories,
CAR34827,SOCKET,68.0,Collision Joining/Accessories,
CAR34828,Bolt,24.0,Collision Joining/Parts,
CAR34829,CURRENT STRAP- LAYERED,180.0,Collision Joining/Accessories,
CAR34832,C Tong HP Gun and Cable Assy,7773.0,Collision Joining/Accessories,
CAR34839,C-TONG DA PISTON ELECTRODE HOL,433.0,Collision Joining/Parts,
CAR34842,O-RING 25x 90  NITRILGUMMI,5.0,Collision Straightening/Parts,
CAR34852,Banjokoppling 6610 4-M5,13.0,Collision Straightening/Parts,
CAR34853,Banjoskruv,9.0,Collision Straightening/Parts,
CAR34854,"Plugg 1/4""",10.0,Collision Straightening/Parts,
CAR34855,TRYCKFJaDER SF-TF 45x30x110,23.0,Collision Straightening/Parts,
CAR34856,TRYCKFJaDER SF-TF 04x50x150,4.0,Collision Straightening/Parts,
CAR34868,Plate B277,470.0,Collision Straightening/Access,
CAR34885,Cap Holder 40 mm,238.0,Collision Joining/Parts,
CAR34886,Cap Holder 80 mm,308.0,Collision Joining/Parts,
CAR34887,Cap Holder 100 mm,314.0,Collision Joining/Parts,
CAR34888,Cap Holder 60 mm,336.0,Collision Joining/Parts,
CAR34889,Yoke By Pass Valve C Tong HP,522.0,Collision Joining/Parts,
CAR34897,Cap Holder 120 mm,480.0,Collision Joining/Parts,
CAR34905,CABLE REEL T606,1031.0,Collision Straightening/Access,
CAR34907,Lager ISO 3030-41C-14x18x15,19.0,Collision Joining/Parts,
CAR34908,CYL-PINNE CPK  14x50 h6,8.0,Collision Joining/Parts,
CAR34914,COPPER BRAID,198.0,Collision Joining/Parts,
CAR34915,Pinne - Pin,14.0,Collision Joining/Parts,
CAR34916,Lagerhylsa - Socket,24.0,Collision Joining/Parts,
CAR34917,Elektrodhallare / Electrode ho,170.0,Collision Joining/Parts,
CAR34921,Caps - Convex (10/pk),126.0,Collision Joining/Parts,
CAR34922,Faste Kpl - Bracket,881.0,Collision Joining/Parts,
CAR35019,Lock Handle,70.0,Collision Straightening/Parts,
CAR35020,HANDLE,94.0,Collision Joining/Parts,
CAR35021,RIVET,2.0,Collision Joining/Parts,
CAR35050,Speed Hydraulic Cylinder,1554.0,Collision Straightening/Parts,
CAR35063,Tower E170,314.0,Collision Straightening/Parts,
CAR35064,E230 Tower,442.0,Collision Straightening/Parts,
CAR35065,E290 Tower,549.0,Collision Straightening/Parts,
CAR35066,E440 Tower 440,559.0,Collision Straightening/Parts,
CAR35067,EVO EXTENDED STRUT TOWER E630,759.0,Collision Straightening/Parts,
CAR35068,E164 Nut,137.0,Collision Straightening/Parts,
CAR35072,Snap Ring,42.0,Collision Straightening/Parts,
CAR35074,E105 Tool,45.0,Collision Straightening/Parts,
CAR35079,Plus Plate E166,32.0,Collision Straightening/Parts,
CAR35080,COT RPR Rubber Stop (Ctr Arm),9.0,Collision Straightening/Parts,
CAR35088,E125 Angle Holder,217.0,Collision Straightening/Parts,
CAR35101,Washer,57.0,Collision Straightening/Parts,
CAR35102,Threaded Bushing 12 E181-12,40.0,Collision Straightening/Parts,
CAR35108,Air Fitting Coupling,21.0,Collision Joining/Parts,
CAR35112,Threaded Bushing 14 E181-14,40.0,Collision Straightening/Parts,
CAR35113,Copper Cable for C-Tong,573.0,Collision Joining/Parts,
CAR35120,Threaded Bushing 16 E181-16,40.0,Collision Straightening/Parts,
CAR35121,Threaded Bushing 18 E181-18,40.0,Collision Straightening/Parts,
CAR35122,Threaded Bushing 12 E182-12,41.0,Collision Straightening/Parts,
CAR35123,Threaded Bushing 14 E182-14,41.0,Collision Straightening/Parts,
CAR35124,Threaded Bushing 16 E182-16,41.0,Collision Straightening/Parts,
CAR35125,Threaded Bushing 18 E182-18,41.0,Collision Straightening/Parts,
CAR35126,Cup Holder,246.0,Collision Straightening/Parts,
CAR35127,Thread Bushing Long 12,72.0,Collision Straightening/Parts,
CAR35128,THREADED BUSHING 16 E 181-16,10.0,Collision Straightening/Parts,
CAR35129,Thread Bushing Long 14,76.0,Collision Straightening/Parts,
CAR35130,Thread Bushing Long 16,72.0,Collision Straightening/Parts,
CAR35131,Thread bushing long 18 E186-18,52.0,Collision Straightening/Parts,
CAR35139,Grundsats CR35,423.0,Collision Joining/Accessories,
CAR35143,ADAPTER FOR BUSHING E190,212.0,Collision Straightening/Parts,
CAR35145,Lock / Cap,90.0,Collision Straightening/Parts,
CAR35154,Upgrade Kit,5359.0,Collision Measuring/Parts,
CAR35161,Cap Holder - 20 mm,45.0,Collision Joining/Parts,
CAR35168,LOCKING LEVER ADJUSTABLE PLAST,51.0,Collision Straightening/Parts,
CAR35179,Air Valve,995.0,Collision Joining/Parts,
CAR35180,ELECTRO POWER STAND SATS D103,4885.0,Collision Joining/Parts,
CAR35181,ELECTRO POWER ACCESS KIT D104,4288.0,Collision Joining/Parts,
CAR35182,Hallare / Holder,186.0,Collision Straightening/Parts,
CAR35183,E-175-10 Torque Bar Bracket,419.0,Collision Straightening/Parts,
CAR35187,Trackplate extension  E101,939.0,Collision Straightening/Parts,
CAR35188,E100 Track Plate,1380.0,Collision Straightening/Parts,
CAR35191,E140 Downpull/Chain Holder,862.0,Collision Straightening/Access,
CAR35192,E115 Multi Purpose Clamp,339.0,Collision Straightening/Access,
CAR35193,Clamp bracket E145,235.0,Collision Straightening/Access,
CAR35194,Gear Plate,311.0,Collision Straightening/Access,
CAR35195,Adapter for Bushing E185,469.0,Collision Straightening/Access,
CAR35196,Angle holder adjustable E135,505.0,Collision Straightening/Access,
CAR35215,Threaded Cone Bushing E380-10,279.0,Collision Straightening/Parts,
CAR35216,Thread.cone bushing 12 E380-12,95.0,Collision Straightening/Parts,
CAR35217,Threaded Cone Bushing E380-14,173.0,Collision Straightening/Parts,
CAR35218,Threaded Cone Bushing,165.0,Collision Straightening/Parts,
CAR35220,Threaded cone bushing E380-00,63.0,Collision Straightening/Parts,
CAR35221,Threaded Bushing 10 E370-10,60.0,Collision Straightening/Parts,
CAR35222,Thread Bushing E370-12,65.0,Collision Straightening/Parts,
CAR35223,Threaded Bushing 14 E370-14,60.0,Collision Straightening/Parts,
CAR35224,Threaded Bushing 16 E370-16,60.0,Collision Straightening/Parts,
CAR35241,Electrode,367.0,Collision Joining/Parts,
CAR35242,Cool Air Diffuser,786.0,Collision Joining/Parts,
CAR35243,Cutting air tip,264.0,Collision Joining/Parts,
CAR35244,Protection Nozzle,561.0,Collision Joining/Parts,
CAR35365,BATTERY FOR VISION MEAS SYSTEM,647.0,Collision Measuring/Parts,
CAR35367,Computer Board II,2481.0,Collision Measuring/Parts,
CAR35370,Vision Tube and Remote Board,917.0,Collision Measuring/Parts,
CAR35385,Extender 200  E176-20,293.0,Collision Straightening/Parts,
CAR35386,Extender 400  E176-40,358.0,Collision Straightening/Parts,
CAR35389,Locking Pin,123.0,Collision Straightening/Parts,
CAR35390,TURNBUCKLE E175,903.0,Collision Straightening/Access,
CAR35391,Tapp / Rear axle support,66.0,Collision Straightening/Parts,
CAR35392,Rear axle bracket Cpl  E180,418.0,Collision Straightening/Access,
CAR35395,E130 Chain Holder for EVO,366.0,Collision Straightening/Access,
CAR35397,E300-50 EVO3 Holder CPL,1605.0,Collision Straightening/Access,
CAR35401,MINI CLAMP E350,202.0,Collision Straightening/Access,
CAR35406,HOLDER E330,114.0,Collision Straightening/Parts,
CAR35412,E360 Univ Joint,763.0,Collision Straightening/Access,
CAR35413,EVO1 BASIC SYS-ANCHOR HOLD,6748.0,Collision Straightening/Access,
CAR35413-11,EVO1 GREY RAL7040,6748.0,Collision Straightening/Access,
CAR35413-PKG,EVO1 W/TOOL BOARD SET,7630.0,Collision Straightening/Access,
CAR35416,Cam Lock Cpl E102,94.0,Collision Straightening/Access,
CAR35418,Locking Wedge,106.0,Collision Straightening/Access,
CAR35419,EVO2 EXTENDED ANCHOR SYSTEM,5941.0,Collision Straightening/Access,
CAR35419-11,EVO2 GREY RAL7012,5941.0,Collision Straightening/Access,
CAR35419-PKG,EVO2 W/TOOL BOARD SET,6773.0,Collision Straightening/Access,
CAR35420,EVO 3 - 1,6745.0,Collision Straightening/Access,
CAR35421,Evo 2 HOLDER CPL E300-30,1389.0,Collision Straightening/Parts,
CAR35423,E320 Lock Wedge w/handle,232.0,Collision Straightening/Access,
CAR35442,Skruv M6S 16 x 65 10.9 OBEH.,8.0,Collision Straightening/Parts,
CAR35444,Bussning / Bushing E191-10,30.0,Collision Straightening/Parts,
CAR35445,Bushing 12 E191-12,41.0,Collision Straightening/Parts,
CAR35446,Bussning / Bushing E191-14,30.0,Collision Straightening/Parts,
CAR35447,Bussning / Bushing E191-16,30.0,Collision Straightening/Parts,
CAR35448,BUSHING 18 E191-18,39.0,Collision Straightening/Parts,
CAR35449,Bushing 21 E191-21,57.0,Collision Straightening/Parts,
CAR35450,Bushing 22 E191-22,57.0,Collision Straightening/Parts,
CAR35467,Angle holder 90 Cpl.  E310,245.0,Collision Straightening/Access,
CAR35468,Bracket angle holder Cpl. E340,245.0,Collision Straightening/Access,
CAR35473,Crimped Wire Electrode,63.0,Collision Joining/Parts,
CAR35474,Puller Contact Tip - CR35,45.0,Collision Joining/Parts,
CAR35508,Threaded Bushing E370-08,61.0,Collision Straightening/Parts,
CAR35509,THREADED CONE BUSHIN E380-08,32.0,Collision Straightening/Parts,
CAR35532,Caps - 120 Bevel (10/pk),364.0,Collision Joining/Parts,
CAR35536,Voltage Measure Filter,628.0,Collision Joining/Parts,
CAR35539,Skruv M6S 16 x 60 10.9 Geomet,6.0,Collision Straightening/Parts,
CAR35540,Skruv M6S 16 x 70 10.9 Geomet,8.0,Collision Straightening/Parts,
CAR35550,Screw Kit EVO1 Std,40.0,Collision Straightening/Access,
CAR35551,Screw Kit EVO1 Spec,225.0,Collision Straightening/Access,
CAR35552,Screw Kit EVO2 std,41.0,Collision Straightening/Access,
CAR35553,Screw Kit EVO2,202.0,Collision Straightening/Access,
CAR35587,Backplate B278,182.0,Collision Straightening/Access,
CAR35593,Screw for A-Tong Seal,23.0,Collision Straightening/Parts,
CAR35594,A-Tong Rubber Stop,72.0,Collision Straightening/Parts,
CAR35598,A TONG SEAL SPACER,21.0,Collision Joining/Parts,
CAR35602,EV0 3 HOLDER COL E300,834.0,Collision Straightening/Access,
CAR35604,Car-O-Data DVD-UPDATE DISK,41.0,Collision Measuring/Software,
CAR35605,Koppling kpl / Coupling compl,125.0,Collision Joining/Parts,
CAR35719,EVO3 HOLDING FIXTURING KIT,10299.0,Collision Straightening/Access,
CAR35719-11,EVO3 GREY RAL7012,10299.0,Collision Straightening/Access,
CAR35719-PKG,EVO3 W/TOOL BOARD SET,11257.0,Collision Straightening/Access,
CAR35721,Decal Kit D16,56.0,Collision Straightening/Parts,
CAR35730,Bench Rack Decal Set,125.0,Collision Straightening/Parts,
CAR35731,M6 Decal Set,95.0,Collision Straightening/Parts,
CAR35779,Tool Holder set for EVO1,110.0,Collision WSS/Packaging & Stor,
CAR35780,Tool Holder for EVO2,113.0,Collision WSS/Packaging & Stor,
CAR35781,WSH505 Tool Holder Set EVO 3,46.0,Collision WSS/Packaging & Stor,
CAR35782,WSH505 Tool Holder Set EVO 3-1,51.0,Collision WSS/Packaging & Stor,
CAR35784-01,Pole incl.foot h=3000mm Grey,267.0,Collision WSS/Packaging & Stor,
CAR35785,WALL SECT WSB600,1184.0,Collision WSS/Packaging & Stor,
CAR35787,Angle Strip,53.0,Collision WSS/Packaging & Stor,
CAR35789,Jointing 600 Panel,52.0,Collision WSS/Packaging & Stor,
CAR35790-02,WSB710 Verktygspanel 600 gra,139.0,Collision WSS/Packaging & Stor,
CAR35791-01,Platpanel slat 600x300 Grey,99.0,Collision WSS/Packaging & Stor,
CAR35792-01,WSB741 BOARD 600 X 600,119.0,Collision WSS/Packaging & Stor,
CAR35793,Jointing 900 Panel,61.0,Collision WSS/Packaging & Stor,
CAR35794-01,900x300 Board WSB140,89.0,Collision WSS/Packaging & Stor,
CAR35795-01,900 x 600 Board WSB141,116.0,Collision WSS/Packaging & Stor,
CAR3579602,TOOL BOARD 900 GREY,209.0,Collision WSS/Packaging & Stor,
CAR35797,TOOL BOARD SET EVO1,882.0,Collision WSS/Packaging & Stor,
CAR35800,TOOL BOARD SET EVO2,832.0,Collision WSS/Packaging & Stor,
CAR35803,WSE217 Tool Board Set EVO3-1,568.0,Collision WSS/Packaging & Stor,
CAR35805,Separator WSS101,564.0,Collision WSS/Packaging & Stor,
CAR35808,WSS102 Separator,6316.0,Collision WSS/Packaging & Stor,
CAR35812-01,WSA Shelf c/c 900x320,185.0,Collision WSS/Packaging & Stor,
CAR35814-01,Bar 900,53.0,Collision WSS/Packaging & Stor,
CAR35815,Tool Wagon cpl WSW90,2052.0,Collision WSS/Packaging & Stor,
CAR35816,TOOL CART EXCLUDING BOARD,1454.0,Collision WSS/Packaging & Stor,
CAR35819-01,WSA2123 Ceiling bracket 2000mm,411.0,Collision WSS/Packaging & Stor,
CAR35820,SIGN WSA,897.0,Collision WSS/Packaging & Stor,
CAR35820-C,C-Clip for COL Sign,14.0,Collision WSS/Packaging & Stor,
CAR35824,WSE221 EVO3-2 Tool Board,420.0,Collision WSS/Packaging & Stor,
CAR35829,EVOMK ADAPTOR FOR MARK 6,1561.0,Collision Straightening/Access,
CAR35833-01,Wall strip U-pr 1208mm,77.0,Collision WSS/Packaging & Stor,
CAR35847,Handle,152.0,Collision Measuring/Parts,
CAR35851,HMP Lever,153.0,Collision Measuring/Parts,
CAR35853,WSE220 Tool Board Set EVO3,957.0,Collision WSS/Packaging & Stor,
CAR35868,WSL311 EVO1 Set of Laminate,382.0,Collision WSS/Packaging & Stor,
